District ID,District Name,School ID,School Name,,School Year,Total,4 Year Olds Program,,Early Kindergarten,Kindergarten,TotalK,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
1235,RSU 41/MSAD 41,1632,Marion C Cook School,,2011-12,42,-,,-,6,6,4,9,7,9,7,-,-,-,-,-,-,-
1235,RSU 41/MSAD 41,1633,Milo Elementary School,,2011-12,218,-,,-,22,22,35,30,41,24,26,40,-,-,-,-,-,-
1235,RSU 41/MSAD 41,1634,Penquis Valley High School,,2011-12,337,-,,-,-,-,-,-,-,-,-,-,64,54,54,52,59,54
1236,RSU 42/MSAD 42,1637,Central Aroostook Jr-Sr H S,,2011-12,204,-,,-,-,-,-,-,-,-,-,-,30,36,43,28,34,33
1236,RSU 42/MSAD 42,1636,Fort Street School,,2011-12,257,31,,3,32,35,34,20,33,32,34,38,-,-,-,-,-,-
1238,RSU 44/MSAD 44,1643,Andover Elementary School,,2011-12,34,-,,-,6,6,4,4,10,4,6,-,-,-,-,-,-,-
1238,RSU 44/MSAD 44,1644,Crescent Park School,,2011-12,270,-,,-,43,43,46,38,43,48,52,-,-,-,-,-,-,-
1238,RSU 44/MSAD 44,1645,Telstar High School,,2011-12,249,-,,-,-,-,-,-,-,-,-,-,-,-,62,49,67,71
1238,RSU 44/MSAD 44,1646,Telstar Middle School,,2011-12,201,-,,-,-,-,-,-,-,-,-,62,66,73,-,-,-,-
1238,RSU 44/MSAD 44,1647,Woodstock School,,2011-12,81,-,,-,13,13,16,14,13,13,12,-,-,-,-,-,-,-
1239,RSU 45/MSAD 45,1649,Washburn District Elem School,,2011-12,263,22,,8,15,23,22,31,35,20,33,25,22,30,-,-,-,-
1239,RSU 45/MSAD 45,1648,Washburn District High School,,2011-12,105,-,,-,-,-,-,-,-,-,-,-,-,-,30,30,23,22
1243,RSU 49/MSAD 49,1673,Albion Elementary School,,2011-12,144,-,,-,15,15,22,25,15,26,25,16,-,-,-,-,-,-
1243,RSU 49/MSAD 49,1674,Benton Elementary School,,2011-12,636,-,,-,-,-,94,103,104,109,114,112,-,-,-,-,-,-
1243,RSU 49/MSAD 49,1675,Clinton Elementary School,,2011-12,276,-,,-,29,29,43,42,31,50,45,36,-,-,-,-,-,-
1243,RSU 49/MSAD 49,1678,Fairfield Primary School,,2011-12,183,71,,-,112,112,-,-,-,-,-,-,-,-,-,-,-,-
1243,RSU 49/MSAD 49,1676,Lawrence High School,,2011-12,728,-,,-,-,-,-,-,-,-,-,-,-,-,179,171,196,182
1243,RSU 49/MSAD 49,1677,Lawrence Jr High School,,2011-12,354,-,,-,-,-,-,-,-,-,-,-,182,172,-,-,-,-
3199,RSU 50,1570,Katahdin Elementary School,,2011-12,225,22,,13,25,38,33,21,19,28,36,28,-,-,-,-,-,-
3199,RSU 50,1571,Katahdin Middle/High School,,2011-12,184,-,,-,-,-,-,-,-,-,-,-,31,31,29,33,31,29
3199,RSU 50,1836,So Aroostook School,,2011-12,390,32,,-,22,22,22,31,37,23,24,25,32,21,33,21,32,35
1245,RSU 51/MSAD 51,1687,Greely High School,,2011-12,696,-,,-,-,-,-,-,-,-,-,-,-,-,172,163,181,180
1245,RSU 51/MSAD 51,1875,Greely Middle School,,2011-12,500,-,,-,-,-,-,-,-,-,-,142,167,191,-,-,-,-
1245,RSU 51/MSAD 51,1689,Greely Middle School 4-5,,2011-12,341,-,,-,-,-,-,-,-,144,197,-,-,-,-,-,-,-
1245,RSU 51/MSAD 51,1688,Mabel I Wilson School,,2011-12,573,-,,-,122,122,141,157,153,-,-,-,-,-,-,-,-,-
1246,RSU 52/MSAD 52,1690,Greene Central School,,2011-12,364,29,,-,46,46,41,49,57,41,49,52,-,-,-,-,-,-
1246,RSU 52/MSAD 52,1693,Leavitt Area High School,,2011-12,618,-,,-,-,-,-,-,-,-,-,-,-,-,149,186,126,157
1246,RSU 52/MSAD 52,1691,Leeds Central School,,2011-12,201,17,,-,27,27,32,25,22,25,30,23,-,-,-,-,-,-
1246,RSU 52/MSAD 52,1692,Tripp Middle School,,2011-12,312,-,,-,-,-,-,-,-,-,-,-,149,163,-,-,-,-
1246,RSU 52/MSAD 52,1694,Turner Elementary School,,2011-12,198,-,,-,-,-,-,-,-,55,78,65,-,-,-,-,-,-
1246,RSU 52/MSAD 52,1695,Turner Primary School,,2011-12,341,59,,2,66,68,68,78,68,-,-,-,-,-,-,-,-,-
1247,RSU 53/MSAD 53,1697,Manson Park School,,2011-12,131,45,,5,81,86,-,-,-,-,-,-,-,-,-,-,-,-
1247,RSU 53/MSAD 53,1902,SAD #53 Alternative Education,,2011-12,15,-,,-,-,-,-,-,-,-,-,-,-,-,6,2,2,5
1247,RSU 53/MSAD 53,1698,Vickery School,,2011-12,285,-,,-,-,-,74,76,71,64,-,-,-,-,-,-,-,-
1247,RSU 53/MSAD 53,1699,Warsaw Middle School,,2011-12,332,-,,-,-,-,-,-,-,-,89,81,81,81,-,-,-,-
1248,RSU 54/MSAD 54,1708,Bloomfield Elementary School,,2011-12,369,-,,-,-,-,99,94,98,78,-,-,-,-,-,-,-,-
1248,RSU 54/MSAD 54,1700,Canaan Elementary School,,2011-12,268,15,,2,41,43,36,28,45,35,29,37,-,-,-,-,-,-
1248,RSU 54/MSAD 54,1707,Margaret Chase Smith Sch.-Skowhegan,,2011-12,279,-,,-,-,-,-,-,-,43,126,110,-,-,-,-,-,-
1248,RSU 54/MSAD 54,1953,Mill Stream Elementary School,,2011-12,402,25,,-,58,58,64,42,46,54,64,49,-,-,-,-,-,-
1248,RSU 54/MSAD 54,1704,North Elementary School,,2011-12,157,42,,1,114,115,-,-,-,-,-,-,-,-,-,-,-,-
1248,RSU 54/MSAD 54,1706,Skowhegan Area High School,,2011-12,831,-,,-,-,-,-,-,-,-,-,-,-,-,195,207,222,207
1248,RSU 54/MSAD 54,1709,Skowhegan Area Middle School,,2011-12,410,-,,-,-,-,-,-,-,-,-,-,191,219,-,-,-,-
1249,RSU 55/MSAD 55,1712,Baldwin Consolidated School,,2011-12,82,-,,-,14,14,20,17,15,16,-,-,-,-,-,-,-,-
1249,RSU 55/MSAD 55,1713,Cornish Elementary School,,2011-12,91,-,,-,21,21,19,18,15,18,-,-,-,-,-,-,-,-
1249,RSU 55/MSAD 55,1714,Sacopee Valley High Sch,,2011-12,401,-,,-,-,-,-,-,-,-,-,-,-,-,99,103,97,102
1249,RSU 55/MSAD 55,1941,Sacopee Valley Middle School,,2011-12,362,-,,-,-,-,-,-,-,-,85,91,89,97,-,-,-,-
1249,RSU 55/MSAD 55,1716,South Hiram Elementary School,,2011-12,208,-,,-,38,38,33,51,43,43,-,-,-,-,-,-,-,-
1251,RSU 57/MSAD 57,1723,Alfred Elementary School,,2011-12,189,-,,-,34,34,32,32,26,26,39,-,-,-,-,-,-,-
1251,RSU 57/MSAD 57,1724,Line Elementary,,2011-12,298,-,,-,37,37,53,42,57,55,54,-,-,-,-,-,-,-
1251,RSU 57/MSAD 57,1726,Lyman Elementary School,,2011-12,264,-,,-,44,44,47,50,45,41,37,-,-,-,-,-,-,-
1251,RSU 57/MSAD 57,1728,Massabesic High School,,2011-12,"1,038",-,,-,-,-,-,-,-,-,-,-,-,-,259,245,271,263
1251,RSU 57/MSAD 57,1940,Massabesic Middle School,,2011-12,802,-,,-,-,-,-,-,-,-,-,243,292,267,-,-,-,-
1251,RSU 57/MSAD 57,1727,Shapleigh Memorial School,,2011-12,162,-,,-,23,23,34,24,27,30,24,-,-,-,-,-,-,-
1251,RSU 57/MSAD 57,1730,Waterboro Elementary School,,2011-12,525,-,,-,96,96,91,92,69,97,80,-,-,-,-,-,-,-
1252,RSU 58/MSAD 58,1732,Kingfield Elementary School,,2011-12,137,-,,-,15,15,12,12,13,22,11,21,15,16,-,-,-,-
1252,RSU 58/MSAD 58,1736,Mt Abram Regional High School,,2011-12,240,-,,-,-,-,-,-,-,-,-,-,-,-,59,55,61,65
1252,RSU 58/MSAD 58,1734,Phillips Elementary School,,2011-12,154,-,,-,17,17,17,13,14,20,20,17,19,17,-,-,-,-
1252,RSU 58/MSAD 58,1731,Stratton Elementary School,,2011-12,90,-,,-,3,3,7,10,8,7,12,16,12,15,-,-,-,-
1252,RSU 58/MSAD 58,1735,Strong Elementary School,,2011-12,186,-,,-,15,15,19,22,21,19,18,23,27,22,-,-,-,-
1253,RSU 59/MSAD 59,1737,Athens Elementary School,,2011-12,148,7,,2,16,18,14,12,17,17,16,18,14,15,-,-,-,-
1253,RSU 59/MSAD 59,1740,Madison Area Memorial H S,,2011-12,300,-,,-,-,-,-,-,-,-,-,-,-,-,85,73,79,63
1253,RSU 59/MSAD 59,1742,Madison Elementary School,,2011-12,286,32,,1,51,52,62,45,50,45,-,-,-,-,-,-,-,-
1253,RSU 59/MSAD 59,1741,Madison Junior High School,,2011-12,234,-,,-,-,-,-,-,-,-,55,49,61,69,-,-,-,-
1254,RSU 60/MSAD 60,1746,Eric L Knowlton School,,2011-12,342,-,,-,-,-,-,-,-,-,117,225,-,-,-,-,-,-
1254,RSU 60/MSAD 60,1748,Lebanon Elementary Schools,,2011-12,436,13,,-,66,66,66,68,64,79,80,-,-,-,-,-,-,-
1254,RSU 60/MSAD 60,1750,Noble High School,,2011-12,957,-,,-,-,-,-,-,-,-,-,-,-,-,230,244,265,218
1254,RSU 60/MSAD 60,1745,Noble Middle School,,2011-12,428,-,,-,-,-,-,-,-,-,-,-,196,232,-,-,-,-
1254,RSU 60/MSAD 60,1749,North Berwick Elementary Schools,,2011-12,337,8,,-,49,49,62,60,48,69,41,-,-,-,-,-,-,-
1254,RSU 60/MSAD 60,1747,Vivian E Hussey Primary,,2011-12,556,11,,-,106,106,115,121,93,110,-,-,-,-,-,-,-,-
1255,RSU 61/MSAD 61,1753,Lake Region High School,,2011-12,569,-,,-,-,-,-,-,-,-,-,-,-,-,150,137,143,139
1255,RSU 61/MSAD 61,1754,Lake Region Middle School,,2011-12,411,-,,-,-,-,-,-,-,-,-,137,130,144,-,-,-,-
1255,RSU 61/MSAD 61,1757,Sebago Elementary School,,2011-12,89,-,,-,14,14,13,21,10,19,12,-,-,-,-,-,-,-
1255,RSU 61/MSAD 61,1755,Songo Locks School,,2011-12,478,-,,-,80,80,87,86,82,71,72,-,-,-,-,-,-,-
1255,RSU 61/MSAD 61,1751,Stevens Brook School,,2011-12,306,-,,-,54,54,56,51,47,39,59,-,-,-,-,-,-,-
1257,RSU 63/MSAD 63,1759,Eddington School,,2011-12,199,28,,2,25,27,38,40,35,31,-,-,-,-,-,-,-,-
1257,RSU 63/MSAD 63,1761,Holbrook School,,2011-12,278,-,,-,-,-,-,-,-,-,54,81,71,72,-,-,-,-
1257,RSU 63/MSAD 63,1760,Holden School,,2011-12,169,-,,-,37,37,28,40,36,28,-,-,-,-,-,-,-,-
1258,RSU 64/MSAD 64,1762,Bradford Elementary School,,2011-12,94,-,,-,31,31,32,31,-,-,-,-,-,-,-,-,-,-
1258,RSU 64/MSAD 64,1764,Central High School,,2011-12,347,-,,-,-,-,-,-,-,-,-,-,-,-,78,91,84,94
1258,RSU 64/MSAD 64,1765,Central Middle School,,2011-12,312,-,,-,-,-,-,-,-,-,-,89,116,107,-,-,-,-
1258,RSU 64/MSAD 64,1766,Hudson Elementary School,,2011-12,53,-,,-,-,-,-,-,30,23,-,-,-,-,-,-,-,-
1258,RSU 64/MSAD 64,1767,Kenduskeag Elementary School,,2011-12,132,-,,-,37,37,44,51,-,-,-,-,-,-,-,-,-,-
1258,RSU 64/MSAD 64,1763,Morison Memorial School,,2011-12,221,-,,-,-,-,-,-,65,60,96,-,-,-,-,-,-,-
1258,RSU 64/MSAD 64,1768,Stetson Elementary School,,2011-12,44,-,,-,14,14,17,13,-,-,-,-,-,-,-,-,-,-
3175,RSU 67,1770,Ella P Burr School,,2011-12,413,46,,-,72,72,66,77,70,82,-,-,-,-,-,-,-,-
3175,RSU 67,1771,Mattanawcook Academy,,2011-12,355,-,,-,-,-,-,-,-,-,-,-,-,-,92,85,84,94
3175,RSU 67,1772,Mattanawcook Jr High School,,2011-12,369,-,,-,-,-,-,-,-,-,85,85,108,91,-,-,-,-
1261,RSU 68/MSAD 68,1943,Se Do Mo Cha Elementary School,,2011-12,365,40,,1,63,64,65,70,57,69,-,-,-,-,-,-,-,-
1261,RSU 68/MSAD 68,1776,Se Do Mo Cha Middle School,,2011-12,291,-,,-,-,-,-,-,-,-,63,64,89,75,-,-,-,-
1262,RSU 70/MSAD 70,1778,Mill Pond School,,2011-12,358,32,,-,38,38,32,36,34,46,25,41,43,31,-,-,-,-
1262,RSU 70/MSAD 70,1779,SAD 70 Hodgdon High School,,2011-12,147,-,,-,-,-,-,-,-,-,-,-,-,-,40,39,35,33
1264,RSU 72/MSAD 72,1790,Charles A Snow School,,2011-12,221,-,,-,36,36,31,36,40,39,39,-,-,-,-,-,-,-
1264,RSU 72/MSAD 72,1788,Denmark Elementary School,,2011-12,96,-,,-,22,22,17,20,15,17,5,-,-,-,-,-,-,-
1264,RSU 72/MSAD 72,1791,Molly Ockett Middle School,,2011-12,265,-,,-,-,-,-,-,-,-,-,77,94,94,-,-,-,-
1264,RSU 72/MSAD 72,1792,New Suncook School,,2011-12,192,-,,-,30,30,34,45,30,31,22,-,-,-,-,-,-,-
3198,RSU 73,1269,Jay Elementary School,,2011-12,355,31,,-,74,74,53,47,39,59,52,-,-,-,-,-,-,-
3198,RSU 73,1612,Livermore Elementary School,,2011-12,428,56,,-,53,53,55,57,63,76,68,-,-,-,-,-,-,-
3198,RSU 73,1268,Spruce Mountain High School North,,2011-12,233,-,,-,-,-,-,-,-,-,-,-,-,-,58,46,57,72
3198,RSU 73,1613,Spruce Mountain High School South,,2011-12,300,-,,-,-,-,-,-,-,-,-,-,-,-,81,64,82,73
3198,RSU 73,2636,Spruce Mountain Middle School,,2011-12,357,-,,-,-,-,-,-,-,-,-,120,120,117,-,-,-,-
1265,RSU 74/MSAD 74,1879,Carrabec Community School,,2011-12,281,-,,-,23,23,19,19,18,22,22,42,50,66,-,-,-,-
1265,RSU 74/MSAD 74,1795,Carrabec High School,,2011-12,241,-,,-,-,-,-,-,-,-,-,-,-,-,53,75,73,40
1265,RSU 74/MSAD 74,1794,Garret Schenck School,,2011-12,87,17,,-,18,18,8,22,7,10,5,-,-,-,-,-,-,-
1265,RSU 74/MSAD 74,1798,Solon Elementary School,,2011-12,104,12,,1,16,17,13,13,18,15,16,-,-,-,-,-,-,-
1266,RSU 75/MSAD 75,1800,Bowdoin Central School,,2011-12,214,-,,-,29,29,34,43,34,35,39,-,-,-,-,-,-,-
1266,RSU 75/MSAD 75,1801,Bowdoinham Community School,,2011-12,198,-,,-,23,23,36,36,36,41,26,-,-,-,-,-,-,-
1266,RSU 75/MSAD 75,1803,Harpswell Community School,,2011-12,160,-,,-,31,31,27,33,22,26,21,-,-,-,-,-,-,-
1266,RSU 75/MSAD 75,1805,Mt Ararat High School,,2011-12,878,-,,-,-,-,-,-,-,-,-,-,-,-,212,224,203,239
1266,RSU 75/MSAD 75,1807,Mt Ararat Middle School,,2011-12,617,-,,-,-,-,-,-,-,-,-,207,208,202,-,-,-,-
1266,RSU 75/MSAD 75,1804,Williams-Cone School,,2011-12,207,-,,-,33,33,29,36,44,29,36,-,-,-,-,-,-,-
1266,RSU 75/MSAD 75,1806,Woodside Elementary School,,2011-12,360,-,,-,50,50,62,61,53,70,64,-,-,-,-,-,-,-
3184,RSU 78,1364,Rangeley Lakes Regional School,,2011-12,192,-,,-,19,19,10,19,14,15,14,21,15,16,12,8,14,15
1196,RSU 79/MSAD 01,1463,Eva Hoyt Zippel School,,2011-12,328,-,,-,-,-,-,-,95,116,117,-,-,-,-,-,-,-
1196,RSU 79/MSAD 01,1461,Mapleton Elementary School,,2011-12,200,31,,1,25,26,29,27,24,31,32,-,-,-,-,-,-,-
1196,RSU 79/MSAD 01,1462,Pine Street Elementary School,,2011-12,296,-,,-,96,96,89,111,-,-,-,-,-,-,-,-,-,-
1196,RSU 79/MSAD 01,1466,Presque Isle High School,,2011-12,567,-,,-,-,-,-,-,-,-,-,-,-,-,159,146,128,134
1196,RSU 79/MSAD 01,1465,Presque Isle Middle School,,2011-12,422,-,,-,-,-,-,-,-,-,-,141,138,143,-,-,-,-
1196,RSU 79/MSAD 01,1467,Skyway Education Learning Center,,2011-12,64,56,,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-
1198,RSU 80/MSAD 04,2615,Piscataquis Community Elementary,,2011-12,359,40,,2,33,35,49,49,48,51,47,40,-,-,-,-,-,-
1198,RSU 80/MSAD 04,2614,Piscataquis Community Secondary Sch,,2011-12,334,-,,-,-,-,-,-,-,-,-,-,54,63,65,55,49,48
1206,RSU 82/MSAD 12,1522,Forest Hills Consolidated School,,2011-12,178,-,,-,16,16,21,10,9,13,16,11,17,10,17,16,16,6
1207,RSU 83/MSAD 13,1526,Moscow Elementary,,2011-12,87,14,,-,17,17,9,18,17,12,-,-,-,-,-,-,-,-
1207,RSU 83/MSAD 13,1523,Quimby Middle School,,2011-12,73,-,,-,-,-,-,-,-,-,18,16,22,17,-,-,-,-
1207,RSU 83/MSAD 13,1524,Upper Kennebec Valley Senior HS,,2011-12,70,-,,-,-,-,-,-,-,-,-,-,-,-,17,21,14,18
1208,RSU 84/MSAD 14,1527,East Grand School,,2011-12,157,19,,-,7,7,8,4,10,8,9,16,16,9,15,11,15,10
1213,RSU 85/MSAD 19,1550,Lubec Consolidated School,,2011-12,98,8,,-,10,10,10,10,8,6,10,12,17,7,-,-,-,-
1214,RSU 86/MSAD 20,1552,Fort Fairfield Elementary School,,2011-12,273,38,,1,43,44,34,46,27,44,40,-,-,-,-,-,-,-
1214,RSU 86/MSAD 20,1551,Fort Fairfield Middle/High School,,2011-12,297,-,,-,-,-,-,-,-,-,-,45,50,36,46,38,33,49
1217,RSU 87/MSAD 23,1565,Caravel Middle School,,2011-12,209,-,,-,-,-,-,-,-,-,27,59,62,61,-,-,-,-
1217,RSU 87/MSAD 23,1564,Carmel Elementary School,,2011-12,210,29,,-,38,38,32,39,31,41,-,-,-,-,-,-,-,-
1217,RSU 87/MSAD 23,1566,Suzanne M Smith Elementary School,,2011-12,253,41,,-,41,41,38,40,36,21,36,-,-,-,-,-,-,-
1218,RSU 88/MSAD 24,1567,Van Buren District Secondary Sch,,2011-12,108,-,,-,-,-,-,-,-,-,-,-,-,-,22,25,29,32
1218,RSU 88/MSAD 24,1944,Van Buren Elementary School,,2011-12,215,20,,2,24,26,23,25,23,15,25,21,19,18,-,-,-,-
1148,Sanford Public Schools,1385,Carl J Lamb School,,2011-12,570,-,,-,122,122,86,65,74,75,82,66,-,-,-,-,-,-
1148,Sanford Public Schools,1378,Emerson School,,2011-12,136,-,,-,-,-,44,44,48,-,-,-,-,-,-,-,-,-
1148,Sanford Public Schools,1379,Lafayette School,,2011-12,97,-,,-,-,-,34,40,23,-,-,-,-,-,-,-,-,-
1148,Sanford Public Schools,1384,Margaret Chase Smith Sch.-Sanford,,2011-12,392,-,,-,118,118,93,90,91,-,-,-,-,-,-,-,-,-
1148,Sanford Public Schools,1383,Sanford High School,,2011-12,"1,113",-,,-,-,-,-,-,-,-,-,-,-,-,247,272,285,309
1148,Sanford Public Schools,1382,Sanford Jr High School,,2011-12,484,-,,-,-,-,-,-,-,-,-,-,250,234,-,-,-,-
1148,Sanford Public Schools,1381,Willard School,,2011-12,437,-,,-,-,-,-,-,-,144,149,144,-,-,-,-,-,-
1149,Scarborough Public Schools,1391,Blue Point School,,2011-12,241,-,,-,74,74,71,96,-,-,-,-,-,-,-,-,-,-
1149,Scarborough Public Schools,1387,Eight Corners Elementary School,,2011-12,232,-,,-,72,72,86,74,-,-,-,-,-,-,-,-,-,-
1149,Scarborough Public Schools,1388,Pleasant Hill School,,2011-12,159,-,,-,53,53,51,55,-,-,-,-,-,-,-,-,-,-
1149,Scarborough Public Schools,1390,Scarborough High School,,2011-12,"1,064",-,,-,-,-,-,-,-,-,-,-,-,-,243,282,264,275
1149,Scarborough Public Schools,1389,Scarborough Middle School,,2011-12,778,-,,-,-,-,-,-,-,-,-,240,275,263,-,-,-,-
1149,Scarborough Public Schools,1392,Wentworth School,,2011-12,774,-,,-,-,-,-,-,241,258,275,-,-,-,-,-,-,-
1150,Sedgwick Public Schools,1393,Sedgwick Elementary School,,2011-12,70,-,,-,8,8,10,9,5,7,7,6,9,9,-,-,-,-
1153,South Bristol Public Schools,1396,South Bristol Elementary School,,2011-12,64,-,,-,10,10,8,7,4,5,7,8,6,9,-,-,-,-
1155,South Portland Public Schools,1403,Daniel F. Mahoney Middle School,,2011-12,330,-,,-,-,-,-,-,-,-,-,123,90,117,-,-,-,-
1155,South Portland Public Schools,1406,Dora L Small Elementary School,,2011-12,339,-,,-,68,68,53,56,63,52,47,-,-,-,-,-,-,-
1155,South Portland Public Schools,1400,Dyer Elementary School,,2011-12,304,-,,-,50,50,43,57,47,58,49,-,-,-,-,-,-,-
1155,South Portland Public Schools,1874,Frank I Brown Elementary School,,2011-12,288,-,,-,56,56,44,47,50,45,46,-,-,-,-,-,-,-
1155,South Portland Public Schools,1399,James Otis Kaler Elementary School,,2011-12,181,-,,-,31,31,28,25,32,32,33,-,-,-,-,-,-,-
1155,South Portland Public Schools,1407,Memorial Middle School,,2011-12,376,-,,-,-,-,-,-,-,-,-,125,123,128,-,-,-,-
1155,South Portland Public Schools,1404,South Portland High School,,2011-12,867,-,,-,-,-,-,-,-,-,-,-,-,-,240,229,197,201
1155,South Portland Public Schools,1405,Waldo T Skillin Elementary School,,2011-12,420,12,,-,70,70,70,73,66,62,67,-,-,-,-,-,-,-
1154,Southport Public Schools,1397,Southport Central School,,2011-12,31,3,,-,4,4,2,-,7,4,6,5,-,-,-,-,-,-
1156,Southwest Harbor Public Schools,1408,Pemetic Elementary School,,2011-12,140,-,,-,14,14,16,14,14,10,14,20,24,14,-,-,-,-
1159,Surry Public Schools,1411,Surry Elementary School,,2011-12,90,-,,-,8,8,14,12,12,8,7,10,8,11,-,-,-,-
1395,Thornton Academy,1098,Thornton Academy,,2011-12,"1,524",-,,-,-,-,-,-,-,-,-,45,51,46,324,349,375,334
1162,Tremont Public Schools,1412,Tremont Consolidated School,,2011-12,111,-,,-,13,13,12,14,11,9,17,11,14,10,-,-,-,-
1163,Trenton Public Schools,1413,Trenton Elementary School,,2011-12,103,-,,-,13,13,10,10,11,8,17,14,5,15,-,-,-,-
1165,Vanceboro Public Schools,1414,Vanceboro Elementary School,,2011-12,15,-,,-,1,1,-,1,2,-,6,-,2,3,-,-,-,-
1166,Vassalboro Public Schools,1415,Vassalboro Community School,,2011-12,428,-,,-,40,40,38,39,42,57,51,59,49,53,-,-,-,-
1336,Washington Academy,1037,Washington Academy,,2011-12,436,-,,-,-,-,-,-,-,-,-,-,-,-,89,96,125,126
1170,Waterville Public Schools,1418,Albert S Hall School,,2011-12,242,-,,-,-,-,-,-,-,113,129,-,-,-,-,-,-,-
1170,Waterville Public Schools,1420,George J Mitchell School,,2011-12,621,90,,1,125,126,145,132,128,-,-,-,-,-,-,-,-,-
1170,Waterville Public Schools,1421,Waterville Junior High School,,2011-12,421,-,,-,-,-,-,-,-,-,-,132,137,152,-,-,-,-
1170,Waterville Public Schools,1419,Waterville Senior High School,,2011-12,600,-,,-,-,-,-,-,-,-,-,-,-,-,153,187,129,131
1293,Wells-Ogunquit CSD,1848,Wells Elementary School,,2011-12,476,-,,-,76,76,89,107,80,124,-,-,-,-,-,-,-,-
1293,Wells-Ogunquit CSD,1850,Wells High School,,2011-12,434,-,,-,-,-,-,-,-,-,-,-,-,-,112,101,111,110
1293,Wells-Ogunquit CSD,1849,Wells Junior High School,,2011-12,449,-,,-,-,-,-,-,-,-,104,100,132,113,-,-,-,-
1173,Wesley Public Schools,1425,Wesley Elementary School,,2011-12,11,-,,-,3,3,1,2,1,1,1,1,-,1,-,-,-,-
1175,Westbrook Public Schools,1432,Congin School,,2011-12,329,-,,-,-,-,-,-,112,108,109,-,-,-,-,-,-,-
1175,Westbrook Public Schools,1431,Oxford-Cumberland Canal School,,2011-12,220,-,,-,-,-,-,-,80,77,63,-,-,-,-,-,-,-
1175,Westbrook Public Schools,1427,Prides Corner School,,2011-12,334,18,,-,116,116,107,93,-,-,-,-,-,-,-,-,-,-
1175,Westbrook Public Schools,1428,Saccarappa School,,2011-12,291,35,,-,76,76,85,95,-,-,-,-,-,-,-,-,-,-
1175,Westbrook Public Schools,1430,Westbrook High School,,2011-12,695,-,,-,-,-,-,-,-,-,-,-,-,-,190,200,174,131
1175,Westbrook Public Schools,1429,Westbrook Middle School,,2011-12,560,-,,-,-,-,-,-,-,-,-,188,188,184,-,-,-,-
3138,Whiting Public Schools,1813,Whiting Village School,,2011-12,43,5,,-,-,-,7,4,7,5,5,2,2,6,-,-,-,-
1183,Winslow Schools,1443,Winslow Elementary School,,2011-12,511,19,,-,90,90,73,71,64,194,-,-,-,-,-,-,-,-
1183,Winslow Schools,1441,Winslow High School,,2011-12,475,-,,-,-,-,-,-,-,-,-,-,-,-,124,120,106,125
1183,Winslow Schools,1442,Winslow Junior High School,,2011-12,310,-,,-,-,-,-,-,-,-,-,102,106,102,-,-,-,-
1185,Winthrop Public Schools,1445,Winthrop Grade School,,2011-12,418,31,,-,47,47,85,58,59,76,62,-,-,-,-,-,-,-
1185,Winthrop Public Schools,1446,Winthrop High School,,2011-12,231,-,,-,-,-,-,-,-,-,-,-,-,-,59,58,68,46
1185,Winthrop Public Schools,1447,Winthrop Middle School,,2011-12,213,-,,-,-,-,-,-,-,-,-,67,70,76,-,-,-,-
1187,Woodland Public Schools,1451,Woodland Consolidated Sch,,2011-12,137,13,,2,11,13,19,15,16,7,13,14,11,16,-,-,-,-
1190,Yarmouth Schools,1456,Frank H Harrison Middle School,,2011-12,450,-,,-,-,-,-,-,-,-,118,100,114,118,-,-,-,-
1190,Yarmouth Schools,1453,William H Rowe School,,2011-12,193,-,,-,91,91,102,-,-,-,-,-,-,-,-,-,-,-
1190,Yarmouth Schools,1455,Yarmouth Elementary School,,2011-12,309,-,,-,-,-,-,102,113,94,-,-,-,-,-,-,-,-
1190,Yarmouth Schools,1454,Yarmouth High School,,2011-12,460,-,,-,-,-,-,-,-,-,-,-,-,-,120,117,123,100
1191,York Public Schools,1460,Coastal Ridge Elementary,,2011-12,318,-,,-,-,-,-,53,140,125,-,-,-,-,-,-,-,-
1191,York Public Schools,1457,Village Elementary School-York,,2011-12,310,-,,-,113,113,121,76,-,-,-,-,-,-,-,-,-,-
1191,York Public Schools,1459,York High School,,2011-12,607,-,,-,-,-,-,-,-,-,-,-,-,-,161,149,155,142
1191,York Public Schools,1458,York Middle School,,2011-12,615,-,,-,-,-,-,-,-,-,156,149,152,158,-,-,-,-
