Receipt Amount,Recipient candidate,Recipient committee,City,State,Contributor name,Contributor type,Employer,Description,Date
$200 ,Fredette,Leadership For Maine's Future,Plymouth,ME,"Plymouth Engineering, Inc.",Business,,,9/3/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,"Newport Industrial Fabrication, Inc.",Business,,,9/5/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,"Newport Glass, Inc.",Business,,,9/8/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Hartley's,Business,,,9/8/08
$200 ,Fredette,Leadership For Maine's Future,Milo,ME,"Lumbra Hardwoods, Inc.",Business,,,9/8/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Newport Chiropractic,Business,,,9/11/08
$200 ,Fredette,Leadership For Maine's Future,Hampden,ME,The Cushing Family Corporation,Business,,,9/11/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,"Davidson-porter, Inc.",Business,,,9/11/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,"Muffler King, Llc",Business,,,9/12/08
$200 ,Fredette,Leadership For Maine's Future,Corinna,ME,Thunder Road Farm,Business,,,9/15/08
$200 ,Fredette,Leadership For Maine's Future,Palmyra,ME,Moosehead Trail Trading Post,Business,,,9/16/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Crosby Funeral Homes,Business,,,10/21/09
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,"Newport Industrial Fabrication, Inc.",Business,,,10/22/09
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Maine Choice Realty,Business,,,10/22/09
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Howard Financial Services,Business,,,9/17/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,King's Appliance & Floor Covering,Business,,,9/17/08
$200 ,Fredette,Leadership For Maine's Future,Augusta,ME,Law Offices Of Doyle & Nelson,Business,,,9/19/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Crosby Funeral Homes,Business,,,9/23/08
$200 ,Fredette,Leadership For Maine's Future,Manchester,ME,Maine Medical Association,Business,,,9/25/08
$200 ,Fredette,Leadership For Maine's Future,Dexter,ME,"M.E. Mccormick Consultants, Facilities Consultants",Business,,,9/25/08
$200 ,Fredette,Leadership For Maine's Future,South Portland,ME,"National Distributors, Inc.",Business,,,10/20/08
$200 ,Fredette,Leadership For Maine's Future,Woodstock,NB,"Wk Lumber, Ltd.",Business,,,10/31/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,"Newport Industrial Fabrication, Inc.",Business,,,10/1/10
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Maine Distributors,Business,,,10/12/10
$200 ,Fredette,Leadership For Maine's Future,Augusta,ME,Maine Association Of Broadcasters,Business,,,10/14/10
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Lafayette Hotels (administrative Account),Business,,,10/18/10
$200 ,Fredette,Leadership For Maine's Future,Augusta,ME,Law Offices Of Doyle & Nelson,Business,,,6/3/10
$200 ,Fredette,Leadership For Maine's Future,Augusta,ME,Law Offices Of Doyle & Nelson,Business,,,7/7/08
$200 ,Fredette,Leadership For Maine's Future,Hermon,ME,Jane P. Cushing And Andre E. Cushing Living Trust,Business,,,7/14/08
$200 ,Fredette,Leadership For Maine's Future,Hampden,ME,The Cushing Family Corporation,Business,,,7/17/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,T.J.'s Jewelry,Business,,,10/6/09
$200 ,Fredette,Leadership For Maine's Future,Corinna,ME,Gerry's Used Cars,Business,,,10/7/09
$200 ,Fredette,Leadership For Maine's Future,Portland,ME,Maine Real Estate & Development Association,Business,,,6/30/14
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,"Muffler King, Llc",Business,,,6/8/10
$200 ,Fredette,Leadership For Maine's Future,Hampden,ME,The Cushing Family Corporation,Business,,,6/8/10
$200 ,Fredette,Leadership For Maine's Future,Boston,MA,At&t,Business,,,12/16/13
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,"Muffler King, Llc",Business,,,10/9/09
$200 ,Fredette,Leadership For Maine's Future,Palmyra,ME,Moosehead Trail Trading Post,Business,,,10/14/09
$200 ,Fredette,Leadership For Maine's Future,Augusta,ME,Law Offices Of Doyle & Nelson,Business,,,10/15/09
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Bowman Constructors,Business,,,9/25/14
$200 ,Fredette,Leadership For Maine's Future,Augusta,ME,Pierce Atwood Llp,Business,,,10/15/09
$150 ,Fredette,Leadership For Maine's Future,Bangor,ME,"Armac, Llc",Business,,,9/6/12
$150 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Cianbro,Business,,,9/6/12
$125 ,Mason,Charting Maine's Future,Brunswick,ME,Dba Steven C Levy Consulting Llc,Business,,,6/9/16
$125 ,Fredette,Leadership For Maine's Future,Oakland,ME,"Valley Distributors, Inc.",Business,,,11/1/10
$100 ,Mason,Charting Maine's Future,Augusta,ME,Pierce Atwood Llp,Business,,,7/29/14
$100 ,Mason,Charting Maine's Future,Tenants Harbor,ME,Scientific Marketing & Analysis,Business,,,10/22/13
$100 ,Fredette,Leadership For Maine's Future,Newport,ME,"Friend Family Trust - Peter C. Friend, Trustee",Business,,,9/3/08
$100 ,Fredette,Leadership For Maine's Future,Newport,ME,Sebasticook Family Doctors,Business,,,9/15/08
$100 ,Fredette,Leadership For Maine's Future,Newport,ME,Sebasticook Family Doctors,Business,,,10/20/09
$100 ,Fredette,Leadership For Maine's Future,Chattanooga,TN,Unum,Business,,,9/24/08
$100 ,Fredette,Leadership For Maine's Future,Hartland,ME,"E.W. Littlefield & Sons, Inc.",Business,,,9/25/08
$100 ,Fredette,Leadership For Maine's Future,Winn,ME,"H.C. Haynes, Inc.",Business,,,10/21/08
$100 ,Fredette,Leadership For Maine's Future,Bradford,ME,"Parker Lumber Company, Inc.",Business,,,10/24/08
$100 ,Fredette,Leadership For Maine's Future,Bangor,ME,"Northwoods Management, Llc",Business,,,10/28/08
$100 ,Fredette,Leadership For Maine's Future,Portland,ME,Government Strategies,Business,,,12/15/15
$100 ,Fredette,Leadership For Maine's Future,Portland,ME,Preti Flaherty,Business,,,12/2/14
$100 ,Fredette,Leadership For Maine's Future,Augusta,ME,"Auger & Associates, P.A.",Business,,,7/27/15
$100 ,Fredette,Leadership For Maine's Future,Augusta,ME,Public Affairs Group,Business,,,10/8/09
$100 ,Fredette,Leadership For Maine's Future,Portland,ME,Norman Hanson & Detroy Llc,Business,,CONTRIBUTION,9/23/16
$100 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Cianbro,Business,,CONTRIBUTION,10/11/16
$100 ,Fredette,Leadership For Maine's Future,Bangor,ME,Eaton Peabody,Business,,CONTRIBUTION,9/14/16
$100 ,Fredette,Leadership For Maine's Future,Hampden,ME,"P.D.Q. Door Co., Inc.",Business,,,11/6/09
$100 ,Fredette,Leadership For Maine's Future,Augusta,ME,Medical Marijuana Caregivers Of Maine,Business,,,9/25/14
$100 ,Fredette,Leadership For Maine's Future,Portland,ME,Maine Affordable Housing Coalition,Business,,,12/28/15
$100 ,Fredette,Leadership For Maine's Future,Portland,ME,Oneil Policy Consulting Corp.,Business,,,1/4/16
$75 ,Fredette,Leadership For Maine's Future,Newport,ME,Bear's One-stop,Business,,,9/23/08
$75 ,Fredette,Leadership For Maine's Future,Newport,ME,Buy-rite Furniture,Business,,,9/24/08
$75 ,Fredette,Leadership For Maine's Future,Newport,ME,Bear's One-stop,Business,,,10/13/09
$75 ,Fredette,Leadership For Maine's Future,Augusta,ME,Restaurateurs For A Strong Maine Economy,Business,,,9/22/14
$50 ,Fredette,Leadership For Maine's Future,Bangor,ME,"Lanham Blackwell, P.A.",Business,,,10/13/10
$4 ,Fredette,Leadership For Maine's Future,Calais,ME,"Wqdy, Inc.",Business,,REFUND - OVERPAYMENT OF EXPENDITURE ON 10/27/14 FOR WILLIAM R. TUELL.  (IE REPORT FILED FOR SAID EXPENDITURE ON 10/30/2014.),10/30/14
($250),Mason,Charting Maine's Future,Athens,ME,Maine Matters,Business,,Offset due to update of filed item,7/28/17
"($1,000)",Mason,Charting Maine's Future,Norwalk,CT,Diageo,Business,,Offset due to update of filed item,4/15/16
"$1,000 ",Fredette,Leadership For Maine's Future,Portland,ME,Maine Credit Union League,Financial institution,,,6/3/14
"$10,000 ",Mason,Charting Maine's Future,Oxford,ME,Robert Bahre,Person,INVESTOR,,8/14/14
"$10,000 ",Mason,Charting Maine's Future,Alton,NH,Robert Bahre,Person,SELF EMPLOYED,,6/20/16
"$5,000 ",Mason,Charting Maine's Future,Alton,NH,Robert Bahre,Person,SELF EMPLOYED,,10/14/16
"$5,000 ",Mason,Charting Maine's Future,Alton,NH,Gary Bahre,Person,RETIRED,,10/14/16
"$5,000 ",Mason,Charting Maine's Future,Freeport,ME,Linda Bean,Person,SMALL BUSINESS OWNER,,7/26/16
"$2,500 ",Mason,Charting Maine's Future,Norway,ME,Rupert Grover,Person,RETIRED,,9/4/14
"$2,500 ",Mason,Charting Maine's Future,Norway,ME,Suzanne Grover,Person,RETIRED,,9/4/14
"$2,500 ",Fredette,Leadership For Maine's Future,Newport,ME,Greg Lovley,Person,Self-employed,,9/2/08
"$2,000 ",Mason,Charting Maine's Future,Bangor,ME,Timothy Varney,Person,VARNEY AUTO,,10/29/14
"$2,000 ",Fredette,Leadership For Maine's Future,Dobbs Ferry,NY,Eugene Giarratana,Person,Self-employed,,9/15/08
"$1,009 ",Fredette,Leadership For Maine's Future,Glenburn,ME,Irvine Marsters,Person,Bangor Letter Shop,"Fundraiser announcements, envelopes, labels, invitations, reply cards, enlargements for easel displa",10/19/10
"$1,000 ",Mason,Charting Maine's Future,Farmington,ME,John Frary,Person,RETIRED,,9/9/16
"$1,000 ",Fredette,Leadership For Maine's Future,West Newton,MA,Kathleen Summers,Person,Eaton River Strategies Group,,9/25/08
"$1,000 ",Fredette,Leadership For Maine's Future,Portland,ME,Jonathan Ayers,Person,IDEXX,,8/11/17
"$1,000 ",Fredette,Leadership For Maine's Future,Newport,ME,Gregory Lovley,Person,Self-employed,,10/1/09
$650 ,Fredette,Leadership For Maine's Future,Corinna,ME,Judith Mcgeoghegan,Person,,,9/5/12
$500 ,Mason,Charting Maine's Future,Turner,ME,Blair Hagy,Person,SELF EMPLOYED,,8/26/15
$500 ,Mason,Charting Maine's Future,Brunswick,ME,David Howes,Person,MARTIN'S POINT HEALTH CARE,,9/15/15
$500 ,Mason,Charting Maine's Future,Winthrop,ME,Robert Fuller Jr,Person,RETIRED,,9/27/16
$500 ,Fredette,Leadership For Maine's Future,Newport,ME,William And Beverly Ball,Person,Acheron Engineering,,9/18/08
$500 ,Fredette,Leadership For Maine's Future,Fort Meyers,FL,John Darling,Person,"Darling's/Darko, Inc.",,10/12/10
$500 ,Fredette,Leadership For Maine's Future,Dedham,ME,"Karleton Ward, Jr.",Person,"Nickerson & O'Day, Inc.",,10/13/10
$500 ,Fredette,Leadership For Maine's Future,Woolwich,ME,Jackson Parker,Person,"REED & REED, INC.",,9/2/15
$500 ,Fredette,Leadership For Maine's Future,Norway,ME,Peter Connell,Person,"OCEAN PROPERTIES, LTD.",,12/16/13
$500 ,Fredette,Leadership For Maine's Future,Newport,ME,William Ball,Person,Acheron Engineering,,10/1/09
$500 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Kathy Watson,Person,RETIRED,,9/25/14
$449 ,Fredette,Leadership For Maine's Future,Glenburn,ME,Irvine Marsters,Person,Bangor Letter Shop,Postage/Mail-house,10/19/10
$250 ,Mason,Charting Maine's Future,Bangor,ME,Irvine Masters Jr.,Person,BANGOR LETTER SHOP,,8/7/17
$250 ,Mason,Charting Maine's Future,Greene,ME,Michelle Mazur-kary,Person,DENTIST,,8/29/17
$250 ,Mason,Charting Maine's Future,Marblehead,MA,Nathanial Walton,Person,Self Employed,,11/15/11
$250 ,Mason,Charting Maine's Future,Marblehead,MA,Nathanial Walton,Person,Self Employed,,9/17/12
$250 ,Mason,Charting Maine's Future,Bangor,ME,Timothy Varney,Person,VARNEY AUTO,,11/3/14
$250 ,Fredette,Leadership For Maine's Future,Bowdoinham,ME,Chris Jackson,Person,MAHONEY JACKSON,,12/15/15
$250 ,Fredette,Leadership For Maine's Future,Key Largo,FL,Thomas Savage,Person,,,7/3/08
$250 ,Fredette,Leadership For Maine's Future,Key Largo,FL,Sally Savage,Person,,,7/3/08
$250 ,Fredette,Leadership For Maine's Future,Orono,ME,David Sewall,Person,Joseph Sewall Company,,7/7/08
$250 ,Fredette,Leadership For Maine's Future,Bangor,ME,Irvine Marsters,Person,BANGOR LETTER SHOP,,8/11/17
$250 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Kathy Watson,Person,Kathy Watson Co.,,6/10/10
$250 ,Fredette,Leadership For Maine's Future,Portland,ME,Barbara Harvey,Person,NONE,CONTRIBUTION,5/12/16
$250 ,Fredette,Leadership For Maine's Future,Morrill,ME,King Bishop,Person,BISHOP DEVELOPMENT LLC,CONTRIBUTION,5/12/16
$250 ,Fredette,Leadership For Maine's Future,Bangor,ME,Irvine Marsters,Person,BANGOR LETTER SHOP,CONTRIBUTION,5/12/16
$250 ,Fredette,Leadership For Maine's Future,South China,ME,Dawson Julia,Person,MEDICAL MARIJUANA CAREGIVERS OF MAINE,CONTRIBUTION,5/12/16
$250 ,Fredette,Leadership For Maine's Future,Boston,MA,Eric Schultz,Person,HARVARD PILGRIM HEALTHCARE,,1/6/14
$250 ,Fredette,Leadership For Maine's Future,Rangeley,ME,Stephen Hall,Person,"RE-ENERGY HOLDINGS, LLC",,11/6/13
$200 ,Mason,Charting Maine's Future,Scarborough,ME,Bradford Wellman,Person,RETIRED,,10/17/15
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Jane Briggs,Person,Sebasticook Valley Chamber of Commerce,,9/2/08
$200 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Dean Homstead,Person,Bud's Shop & Save,,9/5/08
$200 ,Fredette,Leadership For Maine's Future,Palmyra,ME,Hadley Smith,Person,,,9/8/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Goodwin Gilman,Person,Gilman Electric,,9/12/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,William Beardsley,Person,,,10/22/09
$200 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Kathy Watson,Person,Kathy Watson Co.,,10/22/09
$200 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Michael Hodgins,Person,"Bernstein, Shur Sawyer & Nelson",,9/16/08
$200 ,Fredette,Leadership For Maine's Future,Exeter,ME,Glenn Ross,Person,Penobscot County,,9/17/08
$200 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Kathy Watson,Person,Kathy Watson Co.,,9/25/08
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Kenneth Fredette,Person,Law Offices of Kenneth W. Fredette,,9/25/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,David Carlisle,Person,Prentiss & Carlisle,,6/20/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,G. Clifton Eames,Person,,,6/20/08
$200 ,Fredette,Leadership For Maine's Future,Naples,FL,John May,Person,Sebasticook Hospital,,1/15/10
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Lloyd Willey,Person,Canteen Service,,9/30/10
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,"N. Laurence Willey, Jr.",Person,Willey Law Offices,,9/30/10
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,William Ball,Person,Acheron Engineering,,10/4/10
$200 ,Fredette,Leadership For Maine's Future,Oakland,ME,Robert Nutting,Person,WalMart,,10/5/10
$200 ,Fredette,Leadership For Maine's Future,Old Town,ME,Ralph Leonard,Person,,,10/7/10
$200 ,Fredette,Leadership For Maine's Future,Old Town,ME,Joseph Cyr,Person,Cyr Bus,,10/7/10
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,"Richard Trott, Jr.",Person,Trott Forest Products,,10/7/10
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Patricia Johnston,Person,New England School of Communications,,10/12/10
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,John Bragg,Person,N. H. Bragg & Sons,,10/12/10
$200 ,Fredette,Leadership For Maine's Future,Hermon,ME,"Andre Cushing, Jr.",Person,,,10/13/10
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Michael Crosby,Person,Crosby & Neal Funeral Home,,6/3/10
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Betsy Simpson,Person,Merrill Bank,,7/1/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Lloyd Willey,Person,,,7/1/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Frank Farrington,Person,Life Insurance,,7/2/08
$200 ,Fredette,Leadership For Maine's Future,York Beach,ME,Alice Mcinnis,Person,,,7/3/08
$200 ,Fredette,Leadership For Maine's Future,Bucksport,ME,Evelyn Joost,Person,Self-employed,,7/7/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Bradford Wellman,Person,,,7/7/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Gary Smith,Person,Brookings-Smith,,7/8/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,P. Andrew Hamilton,Person,Eaton Peabody,,7/8/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Daniel Mccarthy,Person,Self-employed,,7/9/08
$200 ,Fredette,Leadership For Maine's Future,Hampden,ME,"Carl Smith, Jr.",Person,,,7/11/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,"Richard Trott, Jr.",Person,Trott Realty,,7/14/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Thomas Johnston,Person,Husson College - NESCOM,,7/16/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Douglas Farnham,Person,"Getchell Bros., Inc.",,7/16/08
$200 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Kathy Watson,Person,Kathy Watson Co.,,7/17/08
$200 ,Fredette,Leadership For Maine's Future,Penobscot,ME,Jeffry Fitch,Person,Self-employed,,7/17/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Timothy Woodcock,Person,Eaton Peabody,,7/17/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Anne Pooler,Person,University of Maine at Orono,,7/17/08
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,"John Cashwell, Iii",Person,Seven Islands Land Company,,7/17/08
$200 ,Fredette,Leadership For Maine's Future,Brewer,ME,James Donnelly,Person,Machias Savings Bank,,8/11/08
$200 ,Fredette,Leadership For Maine's Future,Portland,ME,Ann Robinson,Person,PRETI FLAHERTY,,12/2/14
$200 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Dean Homstead,Person,Bud's Shop & Save,,10/6/09
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Goodwin Gilman,Person,Gilman Electric,,10/8/09
$200 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Kathy Watson,Person,Kathy Watson Co.,,10/19/10
$200 ,Fredette,Leadership For Maine's Future,Orono,ME,David Sewall,Person,Self-employed,,10/25/10
$200 ,Fredette,Leadership For Maine's Future,Dexter,ME,Timothy Dow,Person,Geo. Howard Insurance Co.,,6/7/10
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Steven Hartley,Person,Hartley's,,6/10/10
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,William Ball,Person,Acheron Engineering,,6/10/10
$200 ,Fredette,Leadership For Maine's Future,Windham,ME,George Hall,Person,Hall Implement Company,,8/30/12
$200 ,Fredette,Leadership For Maine's Future,Bangor,ME,Irvine Marsters,Person,BANGOR LETTER SHOP,CONTRIBUTION,9/21/16
$200 ,Fredette,Leadership For Maine's Future,Palmyra,ME,Hadley Smith,Person,None,,10/13/09
$200 ,Fredette,Leadership For Maine's Future,Newport,ME,Steven Hartley,Person,Hartley's,,10/13/09
$200 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Michael Hodgins,Person,Bernstein Shur Sawyer & Nelson,,10/14/09
$200 ,Fredette,Leadership For Maine's Future,Dexter,ME,Timothy Dow,Person,Geo. Howard Insurance Co.,,10/16/09
$150 ,Fredette,Leadership For Maine's Future,Auburn,ME,Jason Levesque,Person,Argo Marketing Group,,10/22/09
$150 ,Fredette,Leadership For Maine's Future,Cumberland,ME,Michael Timmons,Person,NONE,,12/15/15
$150 ,Fredette,Leadership For Maine's Future,Portland,ME,James Cohen,Person,VERRILL DANA,,8/17/15
$150 ,Fredette,Leadership For Maine's Future,Portland,ME,James Cohen,Person,VERRILL DANA,,6/3/14
$125 ,Fredette,Leadership For Maine's Future,Kennebunk,ME,Lawrence Dwight,Person,RETIRED,CONTRIBUTION,5/12/16
$100 ,Mason,Charting Maine's Future,Kingfield,ME,Gloria Guernsey,Person,RETIRED,,10/19/15
$100 ,Mason,Charting Maine's Future,Cape Elizabeth,ME,Richard Kurtz,Person,RETIRED,,10/21/15
$100 ,Mason,Charting Maine's Future,Falmouth,ME,Alexander Raye,Person,RETIRED,,10/30/15
$100 ,Mason,Charting Maine's Future,Portland,ME,James Cohen,Person,VERRILL DANA LLP,,8/13/15
$100 ,Mason,Charting Maine's Future,Lewiston,ME,Kristina Harriman,Person,DENTIST,,8/29/17
$100 ,Mason,Charting Maine's Future,Ellsworth,ME,Matthew Boucher,Person,TJ Maxx,,10/4/11
$100 ,Mason,Charting Maine's Future,Lisbon,ME,Kristina Harriman,Person,SELF EMPLOYED,,5/16/16
$100 ,Mason,Charting Maine's Future,Portland,ME,Harry Konkel,Person,RETIRED,,12/29/15
$100 ,Fredette,Leadership For Maine's Future,Portland,ME,Steven Abbott,Person,Sen. Susan Collins,,10/20/09
$100 ,Fredette,Leadership For Maine's Future,Bangor,ME,Earl Black,Person,,,10/20/09
$100 ,Fredette,Leadership For Maine's Future,Madison,ME,Adrien Brochu,Person,"A & A Brochu, Inc.",,10/21/08
$100 ,Fredette,Leadership For Maine's Future,New Sharon,ME,K. Scott Morrison,Person,The Oliver Stores,,10/27/08
$100 ,Fredette,Leadership For Maine's Future,Milford,ME,George Parke,Person,"Maxwood Services, Inc.",,10/27/08
$100 ,Fredette,Leadership For Maine's Future,Stratham,NH,Geoffrey Gallo,Person,COL. USMC - RETIRED,,12/14/15
$100 ,Fredette,Leadership For Maine's Future,Livermore Falls,ME,L. Gary Knight,Person,State of Maine,,10/7/10
$100 ,Fredette,Leadership For Maine's Future,Bangor,ME,Frank Farrington,Person,Farrington's,,10/12/10
$100 ,Fredette,Leadership For Maine's Future,Newport,ME,Goodwin Gilman,Person,Gilman Electric,,5/26/10
$100 ,Fredette,Leadership For Maine's Future,Bangor,ME,William Beardsley,Person,Husson College,,7/2/08
$100 ,Fredette,Leadership For Maine's Future,Ft. Myers,FL,John Bragg,Person,N.H. Bragg & Sons,,7/3/08
$100 ,Fredette,Leadership For Maine's Future,Bangor,ME,"N. Laurence Willey, Jr.",Person,Self-employed,,7/3/08
$100 ,Fredette,Leadership For Maine's Future,Old Town,ME,Ralph Leonard,Person,,,7/7/08
$100 ,Fredette,Leadership For Maine's Future,Millinocket,ME,Debbi Perkins,Person,,,7/7/08
$100 ,Fredette,Leadership For Maine's Future,Bangor,ME,Earl Black,Person,Self-employed,,7/10/08
$100 ,Fredette,Leadership For Maine's Future,Sorrento,ME,Daniel Bierman,Person,,,7/11/08
$100 ,Fredette,Leadership For Maine's Future,Dexter,ME,Michael Mccormick,Person,M.E. McCormick Consultants,,7/14/08
$100 ,Fredette,Leadership For Maine's Future,Sorrento,ME,"Daniel Bierman, Jr.",Person,,,7/14/08
$100 ,Fredette,Leadership For Maine's Future,Frankfort,ME,Althea Lindell,Person,Arbonne,,7/22/08
$100 ,Fredette,Leadership For Maine's Future,Cumberland,ME,Michael Timmons,Person,NONE,,7/27/15
$100 ,Fredette,Leadership For Maine's Future,Bridgton,ME,Phyllis Ginzler,Person,NONE,,7/27/15
$100 ,Fredette,Leadership For Maine's Future,Auburn,ME,"Thomas Shields, M.D.",Person,,,10/6/09
$100 ,Fredette,Leadership For Maine's Future,Waterville,ME,John Fortier,Person,STATE FARM INSURANCE,,8/14/17
$100 ,Fredette,Leadership For Maine's Future,Pittsfield,ME,Joseph Turcotte,Person,REPUBLICAN NATIONAL COMMITTEE,,9/5/17
$100 ,Fredette,Leadership For Maine's Future,Lewiston,ME,Stavros Mendros,Person,Self-employed,,6/10/10
$100 ,Fredette,Leadership For Maine's Future,Monroe,ME,Roger Birks,Person,SELF-EMPLOYED,,9/25/14
$75 ,Fredette,Leadership For Maine's Future,Cumberland,ME,Katharine Harris,Person,"Maine Health, Portland, ME",,11/5/12
$75 ,Fredette,Leadership For Maine's Future,Portland,ME,James Cohen,Person,VERRILL DANA,,10/17/13
$60 ,Fredette,Leadership For Maine's Future,Newport,ME,Joshua Tardy,Person,"Irwin, Tardy & Morris",,5/21/10
$50 ,Fredette,Leadership For Maine's Future,Holden,ME,Clare Payne,Person,Eaton Peabody,,10/13/10
$50 ,Fredette,Leadership For Maine's Future,Newburgh,ME,Mary Turowski,Person,MAINE STATE EMPLOYEES ASSOCIATION,,12/2/14
$50 ,Fredette,Leadership For Maine's Future,Portland,ME,Barbara Harvey,Person,NONE,,7/27/15
$50 ,Fredette,Leadership For Maine's Future,Edgecomb,ME,Thomas Abello,Person,SELF,,6/30/14
$50 ,Fredette,Leadership For Maine's Future,Falmouth,ME,David Boyer,Person,MARIJUANA POLICY PROJECT,CONTRIBUTION,5/12/16
$40 ,Mason,Charting Maine's Future,Lewiston,ME,Keith Herrick,Person,VERRILL DANA LLP,,8/13/15
$25 ,Mason,Charting Maine's Future,Gorham,ME,Calvin Hamblen,Person,,,10/25/15
$25 ,Mason,Charting Maine's Future,Cumberland Foreside,ME,Bonnie Vaughan,Person,D/B/A VAUGHAN ASSOCIATES,,5/16/16
$25 ,Fredette,Leadership For Maine's Future,Plymouth,ME,Robert Engelhardt,Person,RETIRED,,9/25/14
"$1,000 ",Fredette,Leadership For Maine's Future,Portland,ME,Maine Credit Union League,Nonprofit,,,7/27/15
$250 ,Fredette,Leadership For Maine's Future,Portland,ME,Maine Youth Camp Association,Nonprofit,,,11/16/15
"$5,000 ",Fredette,Leadership For Maine's Future,Augusta,ME,Me Truckpac,PAC,,,7/27/15
"$5,000 ",Mason,Charting Maine's Future,Augusta,ME,Langley Leadership PAC,PAC,,,10/25/16
"$2,750 ",Mason,Charting Maine's Future,Augusta,ME,Senate Republican Presidents Fund,PAC,,,7/24/15
"$2,500 ",Fredette,Leadership For Maine's Future,Augusta,ME,Maine Truck PAC,PAC,,,8/14/17
"$2,500 ",Fredette,Leadership For Maine's Future,Portland,ME,Maine Bankers Association Political Action Committee,PAC,,CONTRIBUTION,5/12/16
"$2,500 ",Fredette,Leadership For Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,CONTRIBUTION,5/23/16
"$2,000 ",Mason,Charting Maine's Future,Auburn,ME,Restore Maine's Future PAC,PAC,,,10/25/16
"$1,500 ",Mason,Charting Maine's Future,Portland,ME,Maine Bankers Association Political Action Committee,PAC,,,8/6/15
"$1,500 ",Mason,Charting Maine's Future,Portland,ME,Maine Franchise Owners Association,PAC,,,7/29/14
"$1,500 ",Mason,Charting Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,,5/16/16
"$1,300 ",Mason,Charting Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,,11/30/16
"$1,000 ",Mason,Charting Maine's Future,Augusta,ME,Maine Association Of Realtors PAC,PAC,,,9/20/17
