School dimensions,,,,,,,,,,,,,,,School-level measures,,,,,,,,,,,,,,,,,College-going measures,,,,,,,,
School year,School name,Merged school name,School Type,District,County,Location,Latitude,Longitude,Mailing Address,Open or closed,Year opened,Year closed,Low grade,High grade,Enrollment,Classroom teachers,Average classroom teacher salary,Average classroom teacher age,Teachers with master's degrees or higher,Teachers with doctorates,Share with Master's or greater,Average years of classroom teacher experience,Students eligible for free or reduced-price lunch,Share of students eligible for free or reduced-price lunch,Share special ed enrollment,Special ed enrollment,Grade 9-12 enrollment,Dropouts,Annual dropout rate,Graduation rate,Graduates (MDOE figures),College enrollees,"Graduates (National Clearinghouse, for college-going rate)",College-going rate,College enrollees in 2-year program,College enrollees in 4-year program,College enrolleees at in-state schools,College enrollees at out-of-state schools,College enrollees at private schools,College enrollees at public schools
2006-07,Benedicta Elementary School,Benedicta Elementary School,Public,RSU 50,Aroostook County,Benedicta,45.7402133,-68.3807741,"Aroostook Rd PO Box 159 Benedicta, ME 04733",Closed,1753,2009,,,21,2,"$30,000 ",46,0,,0.00%,20,21,100.00%,,,,,
2006-07,Benton Elementary School,Benton Elementary School,Public,RSU 49/MSAD 49,Kennebec County,Benton,44.5889724,-69.5779875,"68 School Drive Benton, ME 04901",Open,,,KG,6,675,46,"$40,059 ",42,11,,23.90%,15.2,300,44.40%,,,,,
2006-07,Biddeford High School,Biddeford High School,Public,Biddeford Public Schools,York County,Biddeford,43.4953094,-70.4719464,"20 Maplewood Ave Biddeford, ME 04005",Open,,,9,12,952,55,"$45,369 ",47,19,2,34.50%,17.2,225,23.60%,,,952,80,8.4%
2006-07,Biddeford Intermediate School,Biddeford Intermediate School,Public,Biddeford Public Schools,York County,Biddeford,43.4731408,-70.4673723,"335 Hill Street Biddeford, ME 04005",Open,,,4,5,389,27,"$43,766 ",43,5,1,18.50%,14.4,159,40.90%,,,,,
2006-07,Biddeford Middle School,Biddeford Middle School,Public,Biddeford Public Schools,York County,Biddeford,43.4724018,-70.464734,"25 Tiger Drive Biddeford, ME 04005",Open,,,6,8,649,54,"$43,364 ",45,13,1,24.10%,14.9,233,35.90%,,,,,
2006-07,Biddeford Primary School,Biddeford Primary School,Public,Biddeford Public Schools,York County,Biddeford,43.4754564,-70.4690774,"320 Hill Street Biddeford, ME 04005",Open,,,1,3,624,47,"$43,404 ",46,6,,12.80%,14.5,235,37.70%,,,,,
2006-07,Bloomfield Elementary School,Bloomfield Elementary School,Public,RSU 54/MSAD 54,Somerset County,Skowhegan,44.7501259,-69.7328549,"140 Academy Circle Skowhegan, ME 04976",Open,,,1,3,309,26,"$47,210 ",47,4,,15.40%,17.5,175,56.60%,,,,,
2006-07,Blue Hill Consolidated School,Blue Hill Consolidated School,Public,Blue Hill Public Schools,Hancock County,Blue Hill,44.4147744,-68.592381,"60 High Street Blue Hill, ME 04614",Open,,,Pre-K,8,208,23,"$40,630 ",47,8,,34.80%,14.8,70,33.70%,,,,,
2006-07,Blue Point School,Blue Point School,Public,Scarborough Public Schools,Cumberland County,Scarborough,43.5580344,-70.3649152,"174 Pine Point Road Scarborough, ME 04074",Open,,,KG,2,277,19,"$44,116 ",45,8,,42.10%,13.5,27,9.70%,,,,,
2006-07,Bonny Eagle High School,Bonny Eagle High School,Public,RSU 06/MSAD 06,Cumberland County,Standish,43.69468,-70.5982768,"700 Saco Road Standish, ME 04084",Open,,,9,12,1279,88,"$40,492 ",45,26,2,29.50%,14.1,349,27.30%,,,1279,50,3.9%
2006-07,Bonny Eagle Middle School,Bonny Eagle Middle School,Public,RSU 06/MSAD 06,York County,Buxton,43.6946996,-70.5962236,"92 Sokokis Trail Buxton, ME 04093",Open,,,6,8,972,57,"$41,372 ",42,16,,28.10%,15.3,338,34.80%,,,,,
2006-07,Boothbay Region Elem School,Boothbay Region Elem School,Public,Boothbay-Boothbay Hbr CSD,Lincoln County,Boothbay Harbor,43.8624549,-69.6274778,"238 Townsend Avenue Boothbay Harbor, ME 04538",Open,,,Pre-K,8,446,38,"$43,540 ",49,11,,28.90%,16.2,168,37.70%,,,,,
2006-07,Boothbay Region High School,Boothbay Region High School,Public,Boothbay-Boothbay Hbr CSD,Lincoln County,Boothbay Harbor,43.8644014,-69.6294389,"236 Townsend Avenue Boothbay Harbor, ME 04538",Open,,,9,12,294,21,"$48,202 ",51,12,1,57.10%,21.5,33,11.20%,,,294,,
2006-07,Bowdoin Central School,Bowdoin Central School,Public,RSU 75/MSAD 75,Sagadahoc County,Bowdoin,44.03187,-69.934855,"1460 Main Street Bowdoin, ME 04287",Open,,,KG,5,216,20,"$44,100 ",43,6,,30.00%,13.1,62,28.70%,,,,,
2006-07,Bowdoinham Community School,Bowdoinham Community School,Public,RSU 75/MSAD 75,Sagadahoc County,Bowdoinham,44.012745,-69.895189,"23 Cemetery Road Bowdoinham, ME 04008",Open,,,KG,5,195,17,"$44,755 ",49,7,,41.20%,18.9,66,33.80%,,,,,
2006-07,Bradford Elementary School,Bradford Elementary School,Public,RSU 64/MSAD 64,Penobscot County,Bradford,45.0777831,-68.9416146,"641 Main Street Bradford, ME 04410",Closed,1962,2017,,,96,9,"$30,219 ",38,1,,11.10%,7.7,52,54.20%,,,,,
2006-07,Brewer High School,Brewer High School,Public,Brewer Public Schools,Penobscot County,Brewer,44.7809857,-68.7564246,"79 Parkway south Brewer, ME 04412",Open,,,9,12,918,51,"$49,524 ",47,22,,43.10%,20.5,187,20.40%,,,918,53,5.8%
2006-07,Brewer Middle School,Brewer Middle School,Public,Brewer Public Schools,Penobscot County,Brewer,44.7920728,-68.7601425,"5 Somerset Street Brewer, ME 04412",Closed,1929,2012,,,303,22,"$48,285 ",46,7,,31.80%,18,83,27.40%,,,,,
2006-07,Bridgewater Grammar School,Bridgewater Grammar School,Public,Bridgewater Public Schools,Aroostook County,Bridgewater,46.420709,-67.8459559,"School St PO Box 205 Bridgewater, ME 04735",Closed,1940,2010,,,31,3,"$31,944 ",39,0,,0.00%,9.3,17,54.80%,,,,,
2006-07,Bristol Consolidated School,Bristol Consolidated School,Public,Bristol Public Schools,Lincoln County,Pemaquid,43.9021313,-69.5041529,"2153 Bristol Road Pemaquid, ME 04558",Open,,,Pre-K,8,222,19,"$50,349 ",51,9,,47.40%,20.1,82,36.90%,,,,,
2006-07,Brooklin School,Brooklin School,Public,Brooklin Public Schools,Hancock County,Brooklin,44.2661906,-68.5691898,"PO Box 120 Brooklin, ME 04616",Open,,,Pre-K,8,58,10,"$34,080 ",46,5,,50.00%,11.8,18,31.00%,,,,,
2006-07,Brooksville Elementary School,Brooksville Elementary School,Public,Brooksville Public Schools,Hancock County,Brooksville,44.390194,-68.756279,"1527 Coastal Road Brooksville, ME 04617",Open,,,Pre-K,8,63,13,"$34,999 ",42,3,,23.10%,10.2,16,25.40%,,,,,
2006-07,Brownville Elementary School,Brownville Elementary School,Public,RSU 41/MSAD 41,Piscataquis County,Brownville,45.3224597,-69.0421347,"774 Main Road Brownville, ME 04414",Open,,,3,4,101,11,"$43,918 ",49,4,,36.40%,21.1,59,58.40%,,,,,
2006-07,Bruce M Whittier Middle School,Bruce M Whittier Middle School,Public,RSU 16,Androscoggin County,Poland,44.0706562,-70.4116814,"1457 Maine Street Poland, ME 04274",Open,,,7,8,132,13,"$37,192 ",39,4,,30.80%,12.3,55,41.70%,,,,,
2006-07,Brunswick High School,Brunswick High School,Public,Brunswick Public Schools,Cumberland County,Brunswick,43.8833588,-69.9873481,"116 Maquoit Road Brunswick, ME 04011",Open,,,9,12,1214,78,"$50,478 ",48,43,,55.10%,18.9,51,4.20%,,,1214,66,5.4%
2006-07,Brunswick Jr High School,Brunswick Jr High School,Public,Brunswick Public Schools,Cumberland County,Brunswick,43.9018544,-69.976529,"65 Columbia Avenue Brunswick, ME 04011",Open,,,6,8,710,52,"$47,184 ",45,34,,65.40%,15.5,198,27.90%,,,,,
2006-07,Buckfield Jr-Sr High School,Buckfield Jr-Sr High School,Public,RSU 10,Oxford County,Buckfield,44.2989053,-70.361343,"160 Morrill Street Buckfield, ME 04220",Open,,,7,12,295,20,"$35,028 ",46,7,,35.00%,14.8,143,48.50%,,,208,,
2006-07,Bucksport High School,Bucksport High School,Public,RSU 25,Hancock County,Bucksport,44.5768482,-68.78211,"102 Broadway Bucksport, ME 04416",Open,,,9,12,474,34,"$39,735 ",46,8,,23.50%,17.4,147,31.00%,,,474,29,6.1%
2006-07,Bucksport Middle School,Bucksport Middle School,Public,RSU 25,Hancock County,Bucksport,44.5816788,-68.7757128,"100 Miles Lane Bucksport, ME 04416",Open,,,5,8,296,24,"$40,453 ",47,7,,29.20%,18,128,43.20%,,,,,
2006-07,Burchard A Dunn School,Burchard A Dunn School,Public,RSU 15/MSAD 15,Cumberland County,New Gloucester,43.9008261,-70.2595044,"667 Morse Road New Gloucester, ME 04260",Open,,,Pre-K,4,399,23,"$46,221 ",48,11,,47.80%,20.7,98,24.60%,,,,,
2006-07,Burnham Village School,Burnham Village School,Public,RSU 53/MSAD 53,Waldo County,Burnham,44.6894582,-69.4206693,"61 Troy Road Burnham, ME 04922",Closed,1947,2011,,,66,5,"$41,344 ",48,2,,40.00%,17.2,38,57.60%,,,,,
2006-07,C K Burns School,C K Burns School,Public,Saco Public Schools,York County,Saco,43.5012792,-70.439908,"135 Middle Street Saco, ME 04072",Open,,,3,5,590,38,"$45,762 ",45,12,,31.60%,18.1,136,23.10%,,,,,
2006-07,Calais Elementary School,Calais Elementary School,Public,Calais Public Schools,Washington County,Calais,45.1799272,-67.2821178,"53 Garfield Street Calais, ME 04619",Open,,,Pre-K,6,270,20,"$47,690 ",52,2,,10.00%,24.4,139,51.50%,,,,,
2006-07,Calais Middle/High School,Calais Middle/High School,Public,Calais Public Schools,Washington County,Calais,44.9123037,-66.9921265,"34 Blue Devil Hill Suite 2 Calais, ME 04619",Open,,,7,12,361,26,"$44,747 ",49,8,,30.80%,19,162,44.90%,,,277,14,5.1%
2006-07,Camden Hills Regional H S,Camden Hills Regional H S,Public,Five Town CSD,Knox County,Rockport,44.188816,-69.100873,"25 Keelson Drive Rockport, ME 04856",Open,,,9,12,709,55,"$44,227 ",47,27,,49.10%,16.5,102,14.40%,,,709,18,2.5%
2006-07,Camden-Rockport Elementary School,Camden-Rockport Elementary School,Public,RSU 28/MSAD 28,Knox County,Rockport,44.1881734,-69.095858,"11 Children's Way Rockport, ME 04856",Open,,,KG,4,439,34,"$50,529 ",50,7,,20.60%,20.2,83,18.90%,,,,,
2006-07,Camden-Rockport Middle School,Camden-Rockport Middle School,Public,RSU 28/MSAD 28,Knox County,Camden,44.2127614,-69.0720989,"34 Knowlton Street Camden, ME 04843",Open,,,5,8,426,32,"$50,222 ",47,18,,56.30%,16.9,67,15.70%,,,,,
2006-07,Canaan Elementary School,Canaan Elementary School,Public,RSU 54/MSAD 54,Somerset County,Canaan,44.7630104,-69.5713401,"178 Main Street Canaan, ME 04924",Open,,,Pre-K,6,224,18,"$46,643 ",42,4,,22.20%,13.1,146,65.20%,,,,,
2006-07,Cape Cod Hill Elem School,Cape Cod Hill Elem School,Public,RSU 09,Franklin County,New Sharon,44.6145829,-70.0364529,"516 Cape Cod Hill Rd New Sharon, ME 04955",Open,,,Pre-K,5,191,18,"$42,050 ",47,6,,33.30%,15,95,49.70%,,,,,
2006-07,Cape Elizabeth High School,Cape Elizabeth High School,Public,Cape Elizabeth Public Schools,Cumberland County,Cape Elizabeth,43.5910773,-70.229545,"345 Ocean House Road Cape Elizabeth, ME 04107",Open,,,9,12,588,48,"$50,565 ",47,29,5,60.40%,16.4,27,4.60%,,,588,27,4.6%
2006-07,Cape Elizabeth Middle School,Cape Elizabeth Middle School,Public,Cape Elizabeth Public Schools,Cumberland County,Cape Elizabeth,43.5948476,-70.2305645,"14 Scott Dyer Road Cape Elizabeth, ME 04107",Open,,,5,8,566,43,"$47,296 ",46,20,,46.50%,15.8,34,6.00%,,,,,
2006-07,Capri Street School,Capri Street School,Public,Brewer Public Schools,Penobscot County,Brewer,44.7950273,-68.7482303,"49 Capri Street Brewer, ME 04412",Closed,1962,2012,,,131,10,"$45,980 ",46,2,,20.00%,18,49,37.40%,,,,,
2006-07,Captain Albert W. Stevens School,Captain Albert W. Stevens School,Public,RSU 71,Waldo County,Belfast,44.4177377,-69.0124271,"31 Elementary Avenue Belfast, ME 04915",Open,,,KG,5,260,18,"$46,684 ",48,4,,22.20%,17,116,44.60%,,,,,
2006-07,Caravel Middle School,Caravel Middle School,Public,RSU 87/MSAD 23,Penobscot County,Carmel,44.8398074,-69.0227738,"520 Irish Road Carmel, ME 04419",Open,,,6,8,216,14,"$35,823 ",43,4,,28.60%,13.7,72,33.30%,,,,,
2006-07,Caribou High School,Caribou High School,Public,RSU 39,Aroostook County,Caribou,46.8634471,-68.0345354,"308 Sweden ST Caribou, ME 04736",Open,,,9,12,604,39,"$42,282 ",48,16,,41.00%,20.2,263,43.50%,,,604,32,5.3%
2006-07,Caribou Middle School,Caribou Middle School,Public,RSU 39,Aroostook County,Caribou,46.8620202,-68.0060845,"21 Glenn ST Caribou, ME 04736",Open,,,4,8,462,35,"$38,405 ",43,8,,22.90%,15.8,217,47.00%,,,,,
2006-07,Carl J Lamb School,Carl J Lamb School,Public,Sanford Public Schools,York County,Springvale,43.4581094,-70.7718531,"233 Shaws Ridge Road Springvale, ME 04083",Open,,,KG,6,559,40,"$46,182 ",46,10,,25.00%,19.4,270,48.30%,,,,,
2006-07,Carmel Elementary School,Carmel Elementary School,Public,RSU 87/MSAD 23,Penobscot County,Carmel,44.79636,-69.0554849,"50 Plymouth Road Carmel, ME 04419",Open,,,Pre-K,5,224,18,"$31,190 ",41,4,,22.20%,7.5,107,47.80%,,,,,
2006-07,Carrabec Community School,Carrabec Community School,Public,RSU 74/MSAD 74,Somerset County,North Anson,44.8564574,-69.8973948,"PO Box 187 North Anson, ME 04958",Open,,,KG,8,304,23,"$39,351 ",46,2,,8.70%,14.9,194,63.80%,,,,,
2006-07,Carrabec High School,Carrabec High School,Public,RSU 74/MSAD 74,Somerset County,North Anson,44.8928328,-69.9121212,"PO Box 220 North Anson, ME 04958",Open,,,9,12,279,19,"$37,520 ",47,3,,15.80%,13.4,155,55.60%,,,279,12,4.3%
2006-07,Carrie Ricker Middle School,Carrie Ricker Middle School & Carrie Ricker School,Public,RSU 04,Kennebec County,Litchfield,44.1341078,-69.9720836,"573 Richmond Road Litchfield, ME 04350",Closed,1998,2011,,,271,17,"$49,371 ",51,4,,23.50%,22.1,111,41.00%,,,,,
2006-07,Carroll L McKusick School,Carroll L McKusick School,Public,RSU 80/MSAD 04,Piscataquis County,Parkman,45.1566127,-69.3915412,"619 State Highway 150 Parkman, ME 04443",Closed,1955,2011,,,111,9,"$37,343 ",48,2,,22.20%,16.4,71,64.00%,,,,,
2006-07,Cascade Brook School,Cascade Brook School,Public,RSU 09,Franklin County,Farmington,44.675423,-70.1305424,"162 Learning Ln Farmington, ME 04938",Open,,,3,5,307,23,"$43,300 ",46,10,,43.50%,17.7,140,45.60%,,,,,
2006-07,Casco Bay High School,Casco Bay High School,Public,Portland Public Schools,Cumberland County,Portland,43.6965791,-70.2938275,"196 Allen Avenue Portland, ME 04103",Open,,,9,12,167,15,"$49,987 ",41,11,,73.30%,11.4,60,35.90%,,,167,,
2006-07,Cave Hill School,Cave Hill School,Public,RSU 24,Hancock County,Eastbrook,44.6858399,-68.2868653,"1205 Eastbrook Road Eastbrook, ME 04634",Open,,,Pre-K,8,85,10,"$36,014 ",50,3,,30.00%,14.1,49,57.60%,,,,,
2006-07,Center Drive School,Center Drive School,Public,Orrington Public Schools,Penobscot County,Orrington,44.7281525,-68.8145192,"17 School Street Orrington, ME 04474",Open,,,Pre-K,8,383,27,"$38,714 ",51,1,1,3.70%,17.3,81,21.10%,,,,,
2006-07,Central Aroostook Jr-Sr H S,Central Aroostook Jr-Sr H S,Public,RSU 42/MSAD 42,Aroostook County,Mars Hill,46.5153817,-67.8661131,"PO Box 310 Mars Hill, ME 04758",Open,,,7,12,211,19,"$36,351 ",46,2,,10.50%,14.6,95,45.00%,,,143,,
2006-07,Central Elementary School,Central Elementary School,Public,RSU 74/MSAD 74,Somerset County,North New Portland,44.9216246,-70.0269711,"352 School St PO Box 208 North New Portland, ME 04961",Closed,1940,2010,,,47,9,"$37,845 ",40,2,,22.20%,10.2,26,55.30%,,,,,
2006-07,Central Grade School,Central Grade School,Public,RSU 54/MSAD 54,Somerset County,Norridgewock,44.7119075,-69.7979343,"26 Mercer Rd Norridgewock, ME 04957",Closed,1947,2009,,,270,24,"$46,113 ",42,3,,12.50%,15.6,138,51.10%,,,,,
2006-07,Central High School,Central High School,Public,RSU 64/MSAD 64,Penobscot County,Corinth,44.9861321,-68.9991802,"PO Box 370 Corinth, ME 04427",Open,,,9,12,424,27,"$36,783 ",42,5,,18.50%,11.6,167,39.40%,,,424,27,6.4%
2006-07,Central Middle School,Central Middle School,Public,RSU 64/MSAD 64,Penobscot County,Corinth,44.9861321,-68.9991802,"PO Box 19 Corinth, ME 04427",Open,,,6,8,277,20,"$36,460 ",40,4,,20.00%,9.6,136,49.10%,,,,,
2006-07,Central School,Central School,Public,RSU 35/MSAD 35,York County,South Berwick,43.2331453,-70.8097406,"197 Main Street South Berwick, ME 03908",Open,,,Pre-K,3,453,26,"$44,245 ",45,13,,50.00%,14.7,45,9.90%,,,,,
2006-07,Charles A Snow School,Charles A Snow School,Public,RSU 72/MSAD 72,Oxford County,Fryeburg,44.0169929,-70.9724938,"11Pine Street Fryeburg, ME 04037",Closed,1900,2018,,,197,17,"$40,435 ",47,6,,35.30%,18.6,93,47.20%,,,,,
2006-07,Charlotte Elementary School,Charlotte Elementary School,Public,Charlotte Public Schools,Washington County,Charlotte,44.9980067,-67.2617649,"1006 Ayers Junction Road Charlotte, ME 04666",Open,,,Pre-K,8,40,6,"$32,464 ",47,0,,0.00%,13.7,15,37.50%,,,,,
2006-07,Chebeague Island School,Chebeague Island School,Public,Chebeague Island Public Schools,Cumberland County,Chebeague Island,43.729062,-70.126848,"14 School House Road Chebeague Island, ME 04017",Open,,,K,5,17,5,"$52,353 ",44,2,,40.00%,9.6,,,,,,,
2006-07,Chelsea Elementary School,Chelsea Elementary School,Public,RSU 12,Kennebec County,Chelsea,44.2682331,-69.6980845,"566 Togus Road Chelsea, ME 04330",Open,,,Pre-K,8,245,21,"$41,190 ",41,2,,9.50%,15.3,106,43.30%,,,,,
2006-07,Cherryfield Elementary,Cherryfield Elementary,Public,Cherryfield Public Schools,Washington County,Cherryfield,44.6026346,-67.9321693,"85 School Street Cherryfield, ME 04622",Open,,,Pre-K,8,99,12,"$39,546 ",47,2,,16.70%,17.7,69,69.70%,,,,,
