Commodity,State,Time,Total Value ($US)
81 Base Metals Nesoi; Cermets; Articles Thereof,Massachusetts,2012,"8,139"
81 Base Metals Nesoi; Cermets; Articles Thereof,Massachusetts,2013,"5,287"
81 Base Metals Nesoi; Cermets; Articles Thereof,Massachusetts,2014,"155,259"
81 Base Metals Nesoi; Cermets; Articles Thereof,Massachusetts,2015,"29,774"
81 Base Metals Nesoi; Cermets; Articles Thereof,Massachusetts,2016 through November,"300,667"
81 Base Metals Nesoi; Cermets; Articles Thereof,New Hampshire,2009,"17,939"
81 Base Metals Nesoi; Cermets; Articles Thereof,New Hampshire,2012,"2,876"
81 Base Metals Nesoi; Cermets; Articles Thereof,Rhode Island,2012,"10,119"
81 Base Metals Nesoi; Cermets; Articles Thereof,Rhode Island,2013,"50,073"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",All States,2008,"314,259,081"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",All States,2009,"253,890,176"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",All States,2010,"340,344,918"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",All States,2011,"458,632,339"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",All States,2012,"446,983,424"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",All States,2013,"449,539,259"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",All States,2014,"476,421,253"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",All States,2015,"513,085,994"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",All States,2016 through November,"466,285,518"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Connecticut,2008,"460,647"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Connecticut,2009,"1,365,474"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Connecticut,2010,"4,941,955"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Connecticut,2011,"92,896,086"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Connecticut,2012,"74,804,573"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Connecticut,2013,"73,962,142"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Connecticut,2014,"108,682,234"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Connecticut,2015,"107,299,343"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Connecticut,2016 through November,"87,791,829"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Maine,2010,"77,740"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Maine,2011,"63,253"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Maine,2012,"8,424"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Maine,2013,"2,786"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Maine,2014,"25,208"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Maine,2015,"3,710"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Maine,2016 through November,"3,455"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Massachusetts,2008,"301,079"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Massachusetts,2009,"495,951"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Massachusetts,2010,"806,127"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Massachusetts,2011,"413,626"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Massachusetts,2012,"3,159,055"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Massachusetts,2013,"230,287"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Massachusetts,2014,"658,973"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Massachusetts,2015,"4,049,695"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Massachusetts,2016 through November,"5,960,745"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",New Hampshire,2008,"1,028,886"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",New Hampshire,2009,"595,122"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",New Hampshire,2010,"1,756,727"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",New Hampshire,2011,"49,327"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",New Hampshire,2012,"18,520"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",New Hampshire,2013,"129,951"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",New Hampshire,2014,"52,354"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",New Hampshire,2015,"21,762"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",New Hampshire,2016 through November,"21,663"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Rhode Island,2008,"41,054"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Rhode Island,2009,"62,164"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Rhode Island,2010,"230,609"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Rhode Island,2011,"53,687"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Rhode Island,2012,"11,200"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Rhode Island,2014,"45,535"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Rhode Island,2015,"2,175"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Vermont,2010,"99,988"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Vermont,2011,"1,264,112"
"82 Tools, Cutlery Etc. Of Base Metal & Parts Thereof",Vermont,2012,"2,844,198"
83 Miscellaneous Articles Of Base Metal,All States,2008,"1,193,334,992"
83 Miscellaneous Articles Of Base Metal,All States,2009,"985,329,891"
83 Miscellaneous Articles Of Base Metal,All States,2010,"1,165,333,281"
83 Miscellaneous Articles Of Base Metal,All States,2011,"1,277,755,439"
83 Miscellaneous Articles Of Base Metal,All States,2012,"1,418,180,034"
83 Miscellaneous Articles Of Base Metal,All States,2013,"1,622,482,055"
83 Miscellaneous Articles Of Base Metal,All States,2014,"1,663,823,548"
83 Miscellaneous Articles Of Base Metal,All States,2015,"1,794,117,381"
83 Miscellaneous Articles Of Base Metal,All States,2016 through November,"1,775,254,910"
83 Miscellaneous Articles Of Base Metal,Connecticut,2008,"6,937,646"
83 Miscellaneous Articles Of Base Metal,Connecticut,2009,"4,513,318"
83 Miscellaneous Articles Of Base Metal,Connecticut,2010,"3,128,106"
83 Miscellaneous Articles Of Base Metal,Connecticut,2011,"4,269,752"
83 Miscellaneous Articles Of Base Metal,Connecticut,2012,"5,418,663"
83 Miscellaneous Articles Of Base Metal,Connecticut,2013,"6,122,514"
83 Miscellaneous Articles Of Base Metal,Connecticut,2014,"4,529,572"
83 Miscellaneous Articles Of Base Metal,Connecticut,2015,"13,430,597"
83 Miscellaneous Articles Of Base Metal,Connecticut,2016 through November,"15,255,157"
83 Miscellaneous Articles Of Base Metal,Maine,2008,"17,961"
83 Miscellaneous Articles Of Base Metal,Maine,2009,"13,031"
83 Miscellaneous Articles Of Base Metal,Maine,2011,"6,910"
83 Miscellaneous Articles Of Base Metal,Maine,2012,"6,094"
83 Miscellaneous Articles Of Base Metal,Maine,2013,"74,883"
83 Miscellaneous Articles Of Base Metal,Maine,2014,"176,420"
83 Miscellaneous Articles Of Base Metal,Maine,2015,"28,456"
83 Miscellaneous Articles Of Base Metal,Massachusetts,2008,"3,063,285"
83 Miscellaneous Articles Of Base Metal,Massachusetts,2009,"3,140,222"
83 Miscellaneous Articles Of Base Metal,Massachusetts,2010,"3,044,717"
83 Miscellaneous Articles Of Base Metal,Massachusetts,2011,"2,963,142"
83 Miscellaneous Articles Of Base Metal,Massachusetts,2012,"3,306,025"
83 Miscellaneous Articles Of Base Metal,Massachusetts,2013,"3,308,211"
83 Miscellaneous Articles Of Base Metal,Massachusetts,2014,"681,133"
83 Miscellaneous Articles Of Base Metal,Massachusetts,2015,"1,028,939"
83 Miscellaneous Articles Of Base Metal,Massachusetts,2016 through November,"582,428"
83 Miscellaneous Articles Of Base Metal,New Hampshire,2008,"11,360"
83 Miscellaneous Articles Of Base Metal,New Hampshire,2009,"118,236"
83 Miscellaneous Articles Of Base Metal,New Hampshire,2010,"396,041"
83 Miscellaneous Articles Of Base Metal,New Hampshire,2011,"279,612"
83 Miscellaneous Articles Of Base Metal,New Hampshire,2012,"266,432"
83 Miscellaneous Articles Of Base Metal,New Hampshire,2013,"318,880"
83 Miscellaneous Articles Of Base Metal,New Hampshire,2014,"1,512,891"
83 Miscellaneous Articles Of Base Metal,New Hampshire,2015,"1,761,218"
83 Miscellaneous Articles Of Base Metal,New Hampshire,2016 through November,"1,686,037"
83 Miscellaneous Articles Of Base Metal,Rhode Island,2008,"152,361"
83 Miscellaneous Articles Of Base Metal,Rhode Island,2009,"95,258"
83 Miscellaneous Articles Of Base Metal,Rhode Island,2010,"235,928"
83 Miscellaneous Articles Of Base Metal,Rhode Island,2011,"155,089"
83 Miscellaneous Articles Of Base Metal,Rhode Island,2012,"51,770"
83 Miscellaneous Articles Of Base Metal,Rhode Island,2013,"73,686"
83 Miscellaneous Articles Of Base Metal,Rhode Island,2014,"246,095"
83 Miscellaneous Articles Of Base Metal,Rhode Island,2015,"190,534"
83 Miscellaneous Articles Of Base Metal,Rhode Island,2016 through November,"254,105"
83 Miscellaneous Articles Of Base Metal,Vermont,2008,"3,051"
83 Miscellaneous Articles Of Base Metal,Vermont,2009,"11,695"
83 Miscellaneous Articles Of Base Metal,Vermont,2010,"318,422"
83 Miscellaneous Articles Of Base Metal,Vermont,2011,"677,202"
83 Miscellaneous Articles Of Base Metal,Vermont,2012,"326,906"
83 Miscellaneous Articles Of Base Metal,Vermont,2013,"172,175"
83 Miscellaneous Articles Of Base Metal,Vermont,2014,"158,681"
83 Miscellaneous Articles Of Base Metal,Vermont,2015,"236,184"
83 Miscellaneous Articles Of Base Metal,Vermont,2016 through November,"68,846"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",All States,2008,"24,800,763,899"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",All States,2009,"22,087,216,151"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",All States,2010,"33,618,329,458"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",All States,2011,"38,569,359,899"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",All States,2012,"42,317,330,882"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",All States,2013,"42,699,866,904"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",All States,2014,"45,215,689,763"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",All States,2015,"49,026,215,314"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",All States,2016 through November,"46,857,029,309"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Connecticut,2008,"86,540,489"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Connecticut,2009,"69,388,174"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Connecticut,2010,"167,107,440"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Connecticut,2011,"395,024,637"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Connecticut,2012,"337,550,906"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Connecticut,2013,"184,544,679"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Connecticut,2014,"208,398,799"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Connecticut,2015,"219,549,562"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Connecticut,2016 through November,"163,161,282"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Maine,2008,"9,054,080"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Maine,2009,"9,485,261"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Maine,2010,"12,606,968"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Maine,2011,"10,076,336"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Maine,2012,"8,572,945"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Maine,2013,"9,210,147"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Maine,2014,"11,861,905"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Maine,2015,"7,644,221"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Maine,2016 through November,"12,595,106"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Massachusetts,2008,"134,001,435"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Massachusetts,2009,"128,986,727"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Massachusetts,2010,"219,163,459"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Massachusetts,2011,"166,653,775"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Massachusetts,2012,"225,605,676"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Massachusetts,2013,"243,474,737"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Massachusetts,2014,"232,159,329"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Massachusetts,2015,"225,884,424"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Massachusetts,2016 through November,"222,565,760"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",New Hampshire,2008,"56,657,727"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",New Hampshire,2009,"40,888,854"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",New Hampshire,2010,"62,198,538"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",New Hampshire,2011,"52,966,104"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",New Hampshire,2012,"64,417,756"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",New Hampshire,2013,"50,044,416"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",New Hampshire,2014,"65,635,532"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",New Hampshire,2015,"70,474,594"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",New Hampshire,2016 through November,"65,581,973"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Rhode Island,2008,"17,309,276"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Rhode Island,2009,"4,209,533"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Rhode Island,2010,"4,101,054"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Rhode Island,2011,"15,303,635"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Rhode Island,2012,"21,812,406"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Rhode Island,2013,"29,409,597"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Rhode Island,2014,"30,521,553"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Rhode Island,2015,"28,273,867"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Rhode Island,2016 through November,"32,907,530"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Vermont,2008,"5,608,150"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Vermont,2009,"3,479,141"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Vermont,2010,"4,060,799"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Vermont,2011,"4,696,399"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Vermont,2012,"5,691,508"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Vermont,2013,"6,988,931"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Vermont,2014,"7,449,963"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Vermont,2015,"8,447,876"
"84 Nuclear Reactors, Boilers, Machinery Etc.; Parts",Vermont,2016 through November,"8,395,957"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,All States,2008,"53,520,594,043"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,All States,2009,"46,037,707,892"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,All States,2010,"53,868,384,772"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,All States,2011,"54,308,759,309"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,All States,2012,"56,816,043,510"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,All States,2013,"57,393,028,181"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,All States,2014,"58,684,361,333"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,All States,2015,"63,156,233,968"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,All States,2016 through November,"57,080,959,883"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Connecticut,2008,"171,524,989"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Connecticut,2009,"121,798,330"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Connecticut,2010,"198,024,236"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Connecticut,2011,"276,534,165"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Connecticut,2012,"319,072,846"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Connecticut,2013,"172,931,427"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Connecticut,2014,"173,403,470"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Connecticut,2015,"161,332,430"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Connecticut,2016 through November,"137,441,142"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Maine,2008,"2,941,879"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Maine,2009,"2,582,891"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Maine,2010,"7,114,328"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Maine,2011,"10,696,077"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Maine,2012,"1,088,821"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Maine,2013,"1,120,874"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Maine,2014,"2,558,815"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Maine,2015,"2,696,734"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Maine,2016 through November,"834,851"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Massachusetts,2008,"1,120,725,649"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Massachusetts,2009,"1,142,932,123"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Massachusetts,2010,"1,467,410,223"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Massachusetts,2011,"1,655,461,485"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Massachusetts,2012,"1,841,419,885"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Massachusetts,2013,"1,780,282,618"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Massachusetts,2014,"1,993,153,436"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Massachusetts,2015,"2,264,266,531"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Massachusetts,2016 through November,"1,859,544,118"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,New Hampshire,2008,"201,329,401"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,New Hampshire,2009,"207,690,037"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,New Hampshire,2010,"325,442,785"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,New Hampshire,2011,"355,582,964"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,New Hampshire,2012,"289,080,624"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,New Hampshire,2013,"267,248,406"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,New Hampshire,2014,"227,584,582"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,New Hampshire,2015,"172,324,353"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,New Hampshire,2016 through November,"76,207,531"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Rhode Island,2008,"11,591,514"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Rhode Island,2009,"3,041,787"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Rhode Island,2010,"6,519,311"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Rhode Island,2011,"3,530,003"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Rhode Island,2012,"4,029,210"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Rhode Island,2013,"4,538,488"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Rhode Island,2014,"6,725,736"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Rhode Island,2015,"7,361,892"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Rhode Island,2016 through November,"6,225,060"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Vermont,2008,"18,353,818"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Vermont,2009,"14,234,407"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Vermont,2010,"10,341,344"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Vermont,2011,"7,077,321"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Vermont,2012,"8,619,514"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Vermont,2013,"29,445,167"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Vermont,2014,"11,751,364"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Vermont,2015,"5,705,059"
85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts,Vermont,2016 through November,"4,541,771"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,All States,2008,"275,443,104"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,All States,2009,"139,802,851"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,All States,2010,"111,078,292"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,All States,2011,"180,648,433"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,All States,2012,"175,565,840"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,All States,2013,"201,608,232"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,All States,2014,"216,577,443"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,All States,2015,"241,779,756"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,All States,2016 through November,"142,441,106"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,Connecticut,2008,"6,681"
86 Railway Or Tramway Stock Etc; Traffic Signal Equip,Massachusetts,2008,"3,669"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",All States,2008,"32,178,101,229"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",All States,2009,"26,823,670,296"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",All States,2010,"40,215,250,411"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",All States,2011,"45,801,178,745"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",All States,2012,"53,508,033,339"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",All States,2013,"59,597,907,014"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",All States,2014,"68,041,061,311"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",All States,2015,"74,689,649,358"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",All States,2016 through November,"68,601,020,977"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Connecticut,2008,"20,026,348"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Connecticut,2009,"8,987,549"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Connecticut,2010,"14,296,000"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Connecticut,2011,"13,692,631"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Connecticut,2012,"8,002,309"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Connecticut,2013,"13,207,986"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Connecticut,2014,"23,684,285"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Connecticut,2015,"22,378,195"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Connecticut,2016 through November,"14,821,583"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Maine,2008,"561,559"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Maine,2009,"12,447,150"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Maine,2010,"5,347,533"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Maine,2011,"2,590,939"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Maine,2012,"7,704,740"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Maine,2013,"5,441,400"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Maine,2014,"9,215,626"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Maine,2015,"14,762,124"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Maine,2016 through November,"13,464,524"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Massachusetts,2008,"21,533,085"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Massachusetts,2009,"64,691,415"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Massachusetts,2010,"59,034,418"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Massachusetts,2011,"38,295,795"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Massachusetts,2012,"26,053,299"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Massachusetts,2013,"30,497,969"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Massachusetts,2014,"55,902,569"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Massachusetts,2015,"40,006,554"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Massachusetts,2016 through November,"33,196,429"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",New Hampshire,2008,"1,893,186"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",New Hampshire,2009,"4,809,126"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",New Hampshire,2010,"10,036,019"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",New Hampshire,2011,"8,167,940"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",New Hampshire,2012,"3,584,124"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",New Hampshire,2013,"4,437,302"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",New Hampshire,2014,"9,214,083"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",New Hampshire,2015,"7,553,887"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",New Hampshire,2016 through November,"7,402,953"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Rhode Island,2008,"463,987,238"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Rhode Island,2009,"509,785,580"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Rhode Island,2010,"666,571,031"
"87 Vehicles, Except Railway Or Tramway, And Parts Etc",Rhode Island,2011,"753,554,814"
